001,001_16,[0, array([  7, 222], dtype=int32),1, array([ 14, 287], dtype=int32),2, array([ 27, 349], dtype=int32),3, array([ 42, 411], dtype=int32),4, array([ 64, 470], dtype=int32),5, array([103, 518], dtype=int32),6, array([158, 548], dtype=int32),7, array([227, 562], dtype=int32),8, array([303, 560], dtype=int32),9, array([376, 554], dtype=int32),10, array([438, 533], dtype=int32),11, array([490, 497], dtype=int32),12, array([524, 445], dtype=int32),13, array([541, 382], dtype=int32),14, array([550, 315], dtype=int32),15, array([555, 249], dtype=int32),16, array([555, 179], dtype=int32),17, array([ 49, 140], dtype=int32),18, array([ 82, 106], dtype=int32),19, array([131,  97], dtype=int32),20, array([182, 100], dtype=int32),21, array([235, 112], dtype=int32),22, array([303, 109], dtype=int32),23, array([352,  88], dtype=int32),24, array([402,  75], dtype=int32),25, array([455,  76], dtype=int32),26, array([496, 105], dtype=int32),27, array([270, 157], dtype=int32),28, array([273, 199], dtype=int32),29, array([276, 241], dtype=int32),30, array([279, 284], dtype=int32),31, array([230, 328], dtype=int32),32, array([257, 333], dtype=int32),33, array([285, 337], dtype=int32),34, array([312, 328], dtype=int32),35, array([339, 318], dtype=int32),36, array([ 99, 185], dtype=int32),37, array([128, 164], dtype=int32),38, array([164, 161], dtype=int32),39, array([196, 181], dtype=int32),40, array([164, 189], dtype=int32),41, array([129, 193], dtype=int32),42, array([352, 170], dtype=int32),43, array([383, 146], dtype=int32),44, array([419, 143], dtype=int32),45, array([450, 159], dtype=int32),46, array([423, 172], dtype=int32),47, array([387, 174], dtype=int32),48, array([201, 430], dtype=int32),49, array([235, 402], dtype=int32),50, array([267, 382], dtype=int32),51, array([294, 387], dtype=int32),52, array([320, 377], dtype=int32),53, array([353, 389], dtype=int32),54, array([391, 414], dtype=int32),55, array([358, 428], dtype=int32),56, array([327, 438], dtype=int32),57, array([299, 442], dtype=int32),58, array([270, 442], dtype=int32),59, array([238, 440], dtype=int32),60, array([216, 428], dtype=int32),61, array([267, 413], dtype=int32),62, array([295, 412], dtype=int32),63, array([323, 408], dtype=int32),64, array([376, 413], dtype=int32),65, array([323, 406], dtype=int32),66, array([296, 411], dtype=int32),67, array([268, 411], dtype=int32)]
004,004_214,[0, array([  7, 243], dtype=int32),1, array([ 12, 317], dtype=int32),2, array([ 22, 391], dtype=int32),3, array([ 36, 463], dtype=int32),4, array([ 60, 534], dtype=int32),5, array([103, 594], dtype=int32),6, array([166, 637], dtype=int32),7, array([236, 665], dtype=int32),8, array([320, 673], dtype=int32),9, array([406, 667], dtype=int32),10, array([481, 642], dtype=int32),11, array([547, 601], dtype=int32),12, array([596, 543], dtype=int32),13, array([622, 471], dtype=int32),14, array([634, 393], dtype=int32),15, array([640, 314], dtype=int32),16, array([640, 234], dtype=int32),17, array([ 52, 163], dtype=int32),18, array([ 89, 117], dtype=int32),19, array([150, 104], dtype=int32),20, array([211, 111], dtype=int32),21, array([273, 128], dtype=int32),22, array([350, 126], dtype=int32),23, array([411, 105], dtype=int32),24, array([474,  96], dtype=int32),25, array([535, 110], dtype=int32),26, array([576, 154], dtype=int32),27, array([312, 174], dtype=int32),28, array([314, 213], dtype=int32),29, array([315, 252], dtype=int32),30, array([316, 294], dtype=int32),31, array([251, 357], dtype=int32),32, array([284, 359], dtype=int32),33, array([316, 363], dtype=int32),34, array([348, 357], dtype=int32),35, array([379, 352], dtype=int32),36, array([124, 210], dtype=int32),37, array([156, 190], dtype=int32),38, array([195, 184], dtype=int32),39, array([233, 201], dtype=int32),40, array([196, 211], dtype=int32),41, array([157, 215], dtype=int32),42, array([396, 199], dtype=int32),43, array([435, 181], dtype=int32),44, array([474, 182], dtype=int32),45, array([510, 201], dtype=int32),46, array([475, 209], dtype=int32),47, array([434, 207], dtype=int32),48, array([202, 477], dtype=int32),49, array([244, 446], dtype=int32),50, array([284, 425], dtype=int32),51, array([316, 433], dtype=int32),52, array([347, 423], dtype=int32),53, array([389, 442], dtype=int32),54, array([437, 473], dtype=int32),55, array([390, 492], dtype=int32),56, array([351, 498], dtype=int32),57, array([318, 500], dtype=int32),58, array([283, 500], dtype=int32),59, array([244, 494], dtype=int32),60, array([221, 474], dtype=int32),61, array([284, 458], dtype=int32),62, array([317, 460], dtype=int32),63, array([348, 457], dtype=int32),64, array([418, 470], dtype=int32),65, array([349, 455], dtype=int32),66, array([317, 458], dtype=int32),67, array([284, 457], dtype=int32)]
004,004_26,[0, array([ 47, 185], dtype=int32),1, array([ 52, 253], dtype=int32),2, array([ 62, 322], dtype=int32),3, array([ 75, 389], dtype=int32),4, array([ 92, 453], dtype=int32),5, array([124, 507], dtype=int32),6, array([172, 542], dtype=int32),7, array([232, 558], dtype=int32),8, array([300, 562], dtype=int32),9, array([371, 565], dtype=int32),10, array([440, 550], dtype=int32),11, array([496, 512], dtype=int32),12, array([534, 456], dtype=int32),13, array([549, 391], dtype=int32),14, array([555, 321], dtype=int32),15, array([559, 250], dtype=int32),16, array([563, 179], dtype=int32),17, array([ 92, 110], dtype=int32),18, array([122,  75], dtype=int32),19, array([166,  62], dtype=int32),20, array([211,  65], dtype=int32),21, array([258,  78], dtype=int32),22, array([335,  81], dtype=int32),23, array([385,  63], dtype=int32),24, array([437,  58], dtype=int32),25, array([487,  69], dtype=int32),26, array([522, 109], dtype=int32),27, array([297, 135], dtype=int32),28, array([295, 180], dtype=int32),29, array([294, 223], dtype=int32),30, array([291, 268], dtype=int32),31, array([250, 310], dtype=int32),32, array([273, 316], dtype=int32),33, array([297, 321], dtype=int32),34, array([323, 315], dtype=int32),35, array([350, 310], dtype=int32),36, array([137, 156], dtype=int32),37, array([166, 131], dtype=int32),38, array([202, 130], dtype=int32),39, array([232, 159], dtype=int32),40, array([198, 167], dtype=int32),41, array([163, 167], dtype=int32),42, array([377, 157], dtype=int32),43, array([406, 129], dtype=int32),44, array([443, 129], dtype=int32),45, array([472, 153], dtype=int32),46, array([446, 167], dtype=int32),47, array([409, 165], dtype=int32),48, array([207, 422], dtype=int32),49, array([240, 394], dtype=int32),50, array([273, 376], dtype=int32),51, array([301, 386], dtype=int32),52, array([329, 377], dtype=int32),53, array([367, 394], dtype=int32),54, array([406, 426], dtype=int32),55, array([369, 441], dtype=int32),56, array([331, 450], dtype=int32),57, array([301, 452], dtype=int32),58, array([271, 449], dtype=int32),59, array([240, 440], dtype=int32),60, array([221, 422], dtype=int32),61, array([273, 407], dtype=int32),62, array([302, 411], dtype=int32),63, array([331, 409], dtype=int32),64, array([391, 424], dtype=int32),65, array([330, 412], dtype=int32),66, array([301, 414], dtype=int32),67, array([272, 411], dtype=int32)]
004,004_100,[0, array([ 50, 281], dtype=int32),1, array([ 56, 353], dtype=int32),2, array([ 65, 428], dtype=int32),3, array([ 77, 505], dtype=int32),4, array([102, 576], dtype=int32),5, array([147, 632], dtype=int32),6, array([213, 664], dtype=int32),7, array([290, 677], dtype=int32),8, array([380, 674], dtype=int32),9, array([467, 665], dtype=int32),10, array([538, 642], dtype=int32),11, array([596, 600], dtype=int32),12, array([633, 538], dtype=int32),13, array([645, 465], dtype=int32),14, array([646, 389], dtype=int32),15, array([643, 313], dtype=int32),16, array([638, 236], dtype=int32),17, array([103, 171], dtype=int32),18, array([130, 124], dtype=int32),19, array([180, 103], dtype=int32),20, array([232, 102], dtype=int32),21, array([285, 116], dtype=int32),22, array([358, 108], dtype=int32),23, array([407,  87], dtype=int32),24, array([460,  79], dtype=int32),25, array([514,  89], dtype=int32),26, array([551, 127], dtype=int32),27, array([328, 173], dtype=int32),28, array([331, 217], dtype=int32),29, array([334, 259], dtype=int32),30, array([337, 304], dtype=int32),31, array([291, 373], dtype=int32),32, array([318, 377], dtype=int32),33, array([345, 379], dtype=int32),34, array([371, 371], dtype=int32),35, array([398, 363], dtype=int32),36, array([166, 213], dtype=int32),37, array([192, 186], dtype=int32),38, array([230, 181], dtype=int32),39, array([265, 203], dtype=int32),40, array([233, 215], dtype=int32),41, array([195, 221], dtype=int32),42, array([398, 191], dtype=int32),43, array([427, 162], dtype=int32),44, array([464, 161], dtype=int32),45, array([495, 182], dtype=int32),46, array([469, 196], dtype=int32),47, array([433, 197], dtype=int32),48, array([249, 504], dtype=int32),49, array([285, 469], dtype=int32),50, array([321, 448], dtype=int32),51, array([351, 455], dtype=int32),52, array([381, 443], dtype=int32),53, array([422, 456], dtype=int32),54, array([467, 480], dtype=int32),55, array([427, 496], dtype=int32),56, array([391, 501], dtype=int32),57, array([360, 506], dtype=int32),58, array([328, 508], dtype=int32),59, array([292, 510], dtype=int32),60, array([265, 501], dtype=int32),61, array([323, 483], dtype=int32),62, array([353, 483], dtype=int32),63, array([385, 478], dtype=int32),64, array([449, 480], dtype=int32),65, array([386, 473], dtype=int32),66, array([355, 478], dtype=int32),67, array([325, 479], dtype=int32)]
004,004_65,[0, array([ 15, 226], dtype=int32),1, array([ 12, 293], dtype=int32),2, array([ 12, 359], dtype=int32),3, array([ 19, 424], dtype=int32),4, array([ 39, 483], dtype=int32),5, array([ 79, 529], dtype=int32),6, array([137, 556], dtype=int32),7, array([203, 571], dtype=int32),8, array([275, 576], dtype=int32),9, array([347, 574], dtype=int32),10, array([412, 559], dtype=int32),11, array([470, 531], dtype=int32),12, array([512, 487], dtype=int32),13, array([538, 432], dtype=int32),14, array([553, 371], dtype=int32),15, array([561, 309], dtype=int32),16, array([566, 245], dtype=int32),17, array([ 67, 135], dtype=int32),18, array([98, 89], dtype=int32),19, array([150,  68], dtype=int32),20, array([208,  66], dtype=int32),21, array([262,  84], dtype=int32),22, array([346,  84], dtype=int32),23, array([399,  69], dtype=int32),24, array([455,  71], dtype=int32),25, array([506,  93], dtype=int32),26, array([534, 140], dtype=int32),27, array([301, 157], dtype=int32),28, array([299, 194], dtype=int32),29, array([298, 229], dtype=int32),30, array([296, 267], dtype=int32),31, array([239, 322], dtype=int32),32, array([266, 325], dtype=int32),33, array([292, 329], dtype=int32),34, array([320, 326], dtype=int32),35, array([347, 325], dtype=int32),36, array([124, 182], dtype=int32),37, array([155, 162], dtype=int32),38, array([190, 161], dtype=int32),39, array([223, 183], dtype=int32),40, array([189, 187], dtype=int32),41, array([154, 188], dtype=int32),42, array([375, 186], dtype=int32),43, array([411, 166], dtype=int32),44, array([445, 168], dtype=int32),45, array([472, 188], dtype=int32),46, array([444, 193], dtype=int32),47, array([409, 190], dtype=int32),48, array([187, 432], dtype=int32),49, array([224, 401], dtype=int32),50, array([261, 385], dtype=int32),51, array([287, 394], dtype=int32),52, array([314, 389], dtype=int32),53, array([346, 406], dtype=int32),54, array([381, 439], dtype=int32),55, array([342, 444], dtype=int32),56, array([309, 445], dtype=int32),57, array([281, 444], dtype=int32),58, array([254, 442], dtype=int32),59, array([221, 439], dtype=int32),60, array([201, 427], dtype=int32),61, array([259, 412], dtype=int32),62, array([286, 415], dtype=int32),63, array([313, 415], dtype=int32),64, array([365, 434], dtype=int32),65, array([310, 415], dtype=int32),66, array([283, 414], dtype=int32),67, array([257, 411], dtype=int32)]
004,004_215,[0, array([-12, 270], dtype=int32),1, array([  6, 333], dtype=int32),2, array([ 32, 393], dtype=int32),3, array([ 60, 449], dtype=int32),4, array([ 95, 500], dtype=int32),5, array([141, 540], dtype=int32),6, array([204, 562], dtype=int32),7, array([280, 566], dtype=int32),8, array([357, 553], dtype=int32),9, array([427, 539], dtype=int32),10, array([485, 512], dtype=int32),11, array([527, 472], dtype=int32),12, array([548, 416], dtype=int32),13, array([553, 351], dtype=int32),14, array([552, 286], dtype=int32),15, array([550, 221], dtype=int32),16, array([540, 153], dtype=int32),17, array([ 19, 172], dtype=int32),18, array([ 50, 131], dtype=int32),19, array([ 99, 112], dtype=int32),20, array([153, 107], dtype=int32),21, array([206, 115], dtype=int32),22, array([276,  90], dtype=int32),23, array([324,  61], dtype=int32),24, array([378,  43], dtype=int32),25, array([438,  45], dtype=int32),26, array([484,  75], dtype=int32),27, array([253, 150], dtype=int32),28, array([264, 195], dtype=int32),29, array([273, 240], dtype=int32),30, array([283, 287], dtype=int32),31, array([239, 335], dtype=int32),32, array([267, 338], dtype=int32),33, array([295, 338], dtype=int32),34, array([319, 326], dtype=int32),35, array([340, 314], dtype=int32),36, array([ 86, 216], dtype=int32),37, array([110, 189], dtype=int32),38, array([148, 178], dtype=int32),39, array([184, 192], dtype=int32),40, array([154, 208], dtype=int32),41, array([117, 219], dtype=int32),42, array([336, 159], dtype=int32),43, array([366, 130], dtype=int32),44, array([405, 123], dtype=int32),45, array([438, 137], dtype=int32),46, array([414, 154], dtype=int32),47, array([376, 160], dtype=int32),48, array([212, 460], dtype=int32),49, array([241, 423], dtype=int32),50, array([276, 397], dtype=int32),51, array([305, 400], dtype=int32),52, array([334, 385], dtype=int32),53, array([373, 394], dtype=int32),54, array([411, 409], dtype=int32),55, array([386, 439], dtype=int32),56, array([354, 455], dtype=int32),57, array([324, 464], dtype=int32),58, array([292, 469], dtype=int32),59, array([253, 470], dtype=int32),60, array([228, 454], dtype=int32),61, array([282, 428], dtype=int32),62, array([310, 423], dtype=int32),63, array([340, 415], dtype=int32),64, array([396, 413], dtype=int32),65, array([343, 415], dtype=int32),66, array([314, 425], dtype=int32),67, array([285, 429], dtype=int32)]
004,004_96,[0, array([  4, 240], dtype=int32),1, array([ 18, 307], dtype=int32),2, array([ 33, 370], dtype=int32),3, array([ 53, 433], dtype=int32),4, array([ 85, 487], dtype=int32),5, array([131, 528], dtype=int32),6, array([193, 553], dtype=int32),7, array([261, 565], dtype=int32),8, array([329, 560], dtype=int32),9, array([395, 547], dtype=int32),10, array([452, 523], dtype=int32),11, array([502, 487], dtype=int32),12, array([533, 434], dtype=int32),13, array([547, 371], dtype=int32),14, array([549, 303], dtype=int32),15, array([544, 233], dtype=int32),16, array([536, 162], dtype=int32),17, array([ 50, 169], dtype=int32),18, array([ 73, 127], dtype=int32),19, array([117, 103], dtype=int32),20, array([169,  94], dtype=int32),21, array([220, 103], dtype=int32),22, array([291,  94], dtype=int32),23, array([335,  69], dtype=int32),24, array([386,  62], dtype=int32),25, array([436,  72], dtype=int32),26, array([470, 105], dtype=int32),27, array([265, 163], dtype=int32),28, array([272, 207], dtype=int32),29, array([278, 250], dtype=int32),30, array([285, 294], dtype=int32),31, array([238, 343], dtype=int32),32, array([266, 345], dtype=int32),33, array([294, 347], dtype=int32),34, array([320, 337], dtype=int32),35, array([345, 328], dtype=int32),36, array([115, 206], dtype=int32),37, array([139, 183], dtype=int32),38, array([170, 176], dtype=int32),39, array([204, 190], dtype=int32),40, array([176, 201], dtype=int32),41, array([144, 208], dtype=int32),42, array([329, 172], dtype=int32),43, array([357, 150], dtype=int32),44, array([389, 147], dtype=int32),45, array([419, 160], dtype=int32),46, array([393, 170], dtype=int32),47, array([362, 174], dtype=int32),48, array([210, 454], dtype=int32),49, array([245, 431], dtype=int32),50, array([276, 416], dtype=int32),51, array([302, 421], dtype=int32),52, array([326, 410], dtype=int32),53, array([361, 414], dtype=int32),54, array([400, 425], dtype=int32),55, array([369, 446], dtype=int32),56, array([339, 458], dtype=int32),57, array([312, 464], dtype=int32),58, array([285, 465], dtype=int32),59, array([252, 464], dtype=int32),60, array([225, 449], dtype=int32),61, array([279, 436], dtype=int32),62, array([305, 436], dtype=int32),63, array([330, 430], dtype=int32),64, array([385, 426], dtype=int32),65, array([332, 428], dtype=int32),66, array([307, 435], dtype=int32),67, array([281, 435], dtype=int32)]
004,004_256,[0, array([ 16, 187], dtype=int32),1, array([ 20, 271], dtype=int32),2, array([ 27, 353], dtype=int32),3, array([ 39, 434], dtype=int32),4, array([ 61, 511], dtype=int32),5, array([100, 579], dtype=int32),6, array([153, 632], dtype=int32),7, array([222, 667], dtype=int32),8, array([308, 675], dtype=int32),9, array([394, 670], dtype=int32),10, array([464, 637], dtype=int32),11, array([518, 584], dtype=int32),12, array([557, 519], dtype=int32),13, array([579, 444], dtype=int32),14, array([591, 367], dtype=int32),15, array([602, 288], dtype=int32),16, array([608, 207], dtype=int32),17, array([74, 96], dtype=int32),18, array([110,  55], dtype=int32),19, array([167,  42], dtype=int32),20, array([224,  53], dtype=int32),21, array([277,  77], dtype=int32),22, array([365,  86], dtype=int32),23, array([417,  67], dtype=int32),24, array([473,  61], dtype=int32),25, array([527,  79], dtype=int32),26, array([561, 123], dtype=int32),27, array([317, 148], dtype=int32),28, array([318, 201], dtype=int32),29, array([318, 254], dtype=int32),30, array([319, 309], dtype=int32),31, array([255, 349], dtype=int32),32, array([284, 358], dtype=int32),33, array([316, 365], dtype=int32),34, array([346, 358], dtype=int32),35, array([376, 348], dtype=int32),36, array([133, 161], dtype=int32),37, array([164, 139], dtype=int32),38, array([204, 142], dtype=int32),39, array([238, 170], dtype=int32),40, array([199, 176], dtype=int32),41, array([160, 175], dtype=int32),42, array([393, 178], dtype=int32),43, array([428, 156], dtype=int32),44, array([466, 157], dtype=int32),45, array([496, 181], dtype=int32),46, array([465, 191], dtype=int32),47, array([427, 187], dtype=int32),48, array([197, 470], dtype=int32),49, array([243, 442], dtype=int32),50, array([286, 425], dtype=int32),51, array([317, 432], dtype=int32),52, array([345, 423], dtype=int32),53, array([381, 435], dtype=int32),54, array([419, 465], dtype=int32),55, array([381, 484], dtype=int32),56, array([346, 497], dtype=int32),57, array([316, 500], dtype=int32),58, array([284, 500], dtype=int32),59, array([242, 492], dtype=int32),60, array([215, 470], dtype=int32),61, array([285, 461], dtype=int32),62, array([316, 463], dtype=int32),63, array([344, 459], dtype=int32),64, array([401, 464], dtype=int32),65, array([345, 456], dtype=int32),66, array([317, 461], dtype=int32),67, array([286, 459], dtype=int32)]
004,004_82,[0, array([ 32, 215], dtype=int32),1, array([ 26, 280], dtype=int32),2, array([ 22, 343], dtype=int32),3, array([ 23, 408], dtype=int32),4, array([ 39, 470], dtype=int32),5, array([ 75, 519], dtype=int32),6, array([132, 547], dtype=int32),7, array([196, 560], dtype=int32),8, array([267, 564], dtype=int32),9, array([341, 564], dtype=int32),10, array([411, 555], dtype=int32),11, array([473, 533], dtype=int32),12, array([518, 492], dtype=int32),13, array([544, 434], dtype=int32),14, array([555, 370], dtype=int32),15, array([561, 306], dtype=int32),16, array([564, 242], dtype=int32),17, array([ 75, 111], dtype=int32),18, array([102,  65], dtype=int32),19, array([150,  42], dtype=int32),20, array([204,  40], dtype=int32),21, array([254,  56], dtype=int32),22, array([349,  54], dtype=int32),23, array([400,  40], dtype=int32),24, array([455,  46], dtype=int32),25, array([502,  72], dtype=int32),26, array([526, 121], dtype=int32),27, array([296, 125], dtype=int32),28, array([293, 159], dtype=int32),29, array([290, 192], dtype=int32),30, array([286, 227], dtype=int32),31, array([232, 291], dtype=int32),32, array([258, 293], dtype=int32),33, array([284, 296], dtype=int32),34, array([313, 295], dtype=int32),35, array([341, 292], dtype=int32),36, array([129, 152], dtype=int32),37, array([158, 131], dtype=int32),38, array([192, 130], dtype=int32),39, array([223, 153], dtype=int32),40, array([191, 158], dtype=int32),41, array([157, 159], dtype=int32),42, array([372, 157], dtype=int32),43, array([407, 136], dtype=int32),44, array([440, 139], dtype=int32),45, array([466, 163], dtype=int32),46, array([439, 168], dtype=int32),47, array([405, 164], dtype=int32),48, array([168, 404], dtype=int32),49, array([212, 379], dtype=int32),50, array([257, 363], dtype=int32),51, array([282, 370], dtype=int32),52, array([309, 365], dtype=int32),53, array([349, 384], dtype=int32),54, array([390, 415], dtype=int32),55, array([346, 427], dtype=int32),56, array([306, 426], dtype=int32),57, array([277, 426], dtype=int32),58, array([250, 425], dtype=int32),59, array([209, 422], dtype=int32),60, array([185, 402], dtype=int32),61, array([255, 391], dtype=int32),62, array([281, 393], dtype=int32),63, array([308, 392], dtype=int32),64, array([374, 412], dtype=int32),65, array([307, 400], dtype=int32),66, array([279, 400], dtype=int32),67, array([253, 399], dtype=int32)]
004,004_181,[0, array([ 23, 201], dtype=int32),1, array([ 23, 269], dtype=int32),2, array([ 28, 335], dtype=int32),3, array([ 34, 401], dtype=int32),4, array([ 48, 463], dtype=int32),5, array([ 77, 511], dtype=int32),6, array([130, 540], dtype=int32),7, array([194, 553], dtype=int32),8, array([267, 559], dtype=int32),9, array([342, 562], dtype=int32),10, array([416, 557], dtype=int32),11, array([481, 536], dtype=int32),12, array([520, 492], dtype=int32),13, array([538, 435], dtype=int32),14, array([548, 373], dtype=int32),15, array([557, 310], dtype=int32),16, array([564, 244], dtype=int32),17, array([ 68, 111], dtype=int32),18, array([105,  75], dtype=int32),19, array([158,  62], dtype=int32),20, array([211,  70], dtype=int32),21, array([260,  96], dtype=int32),22, array([350, 108], dtype=int32),23, array([399,  89], dtype=int32),24, array([454,  89], dtype=int32),25, array([504, 109], dtype=int32),26, array([536, 151], dtype=int32),27, array([300, 160], dtype=int32),28, array([298, 202], dtype=int32),29, array([295, 243], dtype=int32),30, array([292, 285], dtype=int32),31, array([238, 330], dtype=int32),32, array([263, 336], dtype=int32),33, array([288, 342], dtype=int32),34, array([314, 341], dtype=int32),35, array([343, 339], dtype=int32),36, array([118, 170], dtype=int32),37, array([151, 152], dtype=int32),38, array([187, 155], dtype=int32),39, array([223, 180], dtype=int32),40, array([184, 182], dtype=int32),41, array([148, 180], dtype=int32),42, array([377, 193], dtype=int32),43, array([415, 174], dtype=int32),44, array([451, 178], dtype=int32),45, array([481, 201], dtype=int32),46, array([449, 206], dtype=int32),47, array([412, 201], dtype=int32),48, array([177, 428], dtype=int32),49, array([217, 407], dtype=int32),50, array([256, 397], dtype=int32),51, array([287, 407], dtype=int32),52, array([317, 401], dtype=int32),53, array([354, 416], dtype=int32),54, array([392, 443], dtype=int32),55, array([349, 460], dtype=int32),56, array([310, 464], dtype=int32),57, array([278, 465], dtype=int32),58, array([245, 461], dtype=int32),59, array([210, 453], dtype=int32),60, array([191, 428], dtype=int32),61, array([254, 426], dtype=int32),62, array([285, 430], dtype=int32),63, array([315, 430], dtype=int32),64, array([377, 440], dtype=int32),65, array([312, 430], dtype=int32),66, array([281, 430], dtype=int32),67, array([250, 427], dtype=int32)]
004,004_129,[0, array([ -9, 208], dtype=int32),1, array([ -1, 264], dtype=int32),2, array([  8, 317], dtype=int32),3, array([ 17, 370], dtype=int32),4, array([ 37, 418], dtype=int32),5, array([ 75, 453], dtype=int32),6, array([134, 466], dtype=int32),7, array([198, 469], dtype=int32),8, array([266, 464], dtype=int32),9, array([330, 457], dtype=int32),10, array([385, 446], dtype=int32),11, array([432, 425], dtype=int32),12, array([458, 383], dtype=int32),13, array([465, 327], dtype=int32),14, array([464, 267], dtype=int32),15, array([464, 209], dtype=int32),16, array([459, 149], dtype=int32),17, array([ 15, 116], dtype=int32),18, array([43, 78], dtype=int32),19, array([89, 62], dtype=int32),20, array([138,  62], dtype=int32),21, array([186,  73], dtype=int32),22, array([237,  64], dtype=int32),23, array([283,  40], dtype=int32),24, array([331,  27], dtype=int32),25, array([381,  33], dtype=int32),26, array([417,  64], dtype=int32),27, array([218, 113], dtype=int32),28, array([222, 142], dtype=int32),29, array([225, 169], dtype=int32),30, array([230, 198], dtype=int32),31, array([188, 255], dtype=int32),32, array([214, 258], dtype=int32),33, array([239, 259], dtype=int32),34, array([264, 251], dtype=int32),35, array([286, 244], dtype=int32),36, array([ 72, 157], dtype=int32),37, array([ 96, 139], dtype=int32),38, array([124, 132], dtype=int32),39, array([155, 141], dtype=int32),40, array([129, 150], dtype=int32),41, array([101, 157], dtype=int32),42, array([288, 125], dtype=int32),43, array([315, 108], dtype=int32),44, array([343, 107], dtype=int32),45, array([369, 119], dtype=int32),46, array([347, 125], dtype=int32),47, array([319, 126], dtype=int32),48, array([163, 370], dtype=int32),49, array([190, 331], dtype=int32),50, array([221, 309], dtype=int32),51, array([246, 315], dtype=int32),52, array([271, 304], dtype=int32),53, array([308, 317], dtype=int32),54, array([342, 348], dtype=int32),55, array([315, 362], dtype=int32),56, array([283, 371], dtype=int32),57, array([255, 375], dtype=int32),58, array([230, 378], dtype=int32),59, array([195, 379], dtype=int32),60, array([177, 364], dtype=int32),61, array([224, 344], dtype=int32),62, array([248, 342], dtype=int32),63, array([275, 338], dtype=int32),64, array([327, 346], dtype=int32),65, array([277, 340], dtype=int32),66, array([250, 344], dtype=int32),67, array([226, 346], dtype=int32)]
004,004_223,[0, array([ 19, 166], dtype=int32),1, array([ 23, 244], dtype=int32),2, array([ 32, 320], dtype=int32),3, array([ 44, 394], dtype=int32),4, array([ 67, 459], dtype=int32),5, array([106, 514], dtype=int32),6, array([161, 546], dtype=int32),7, array([220, 560], dtype=int32),8, array([284, 563], dtype=int32),9, array([348, 560], dtype=int32),10, array([408, 549], dtype=int32),11, array([464, 522], dtype=int32),12, array([499, 473], dtype=int32),13, array([521, 413], dtype=int32),14, array([535, 347], dtype=int32),15, array([549, 279], dtype=int32),16, array([558, 206], dtype=int32),17, array([73, 91], dtype=int32),18, array([116,  57], dtype=int32),19, array([171,  49], dtype=int32),20, array([225,  55], dtype=int32),21, array([276,  78], dtype=int32),22, array([343,  87], dtype=int32),23, array([393,  73], dtype=int32),24, array([445,  71], dtype=int32),25, array([496,  83], dtype=int32),26, array([531, 123], dtype=int32),27, array([308, 139], dtype=int32),28, array([305, 189], dtype=int32),29, array([303, 236], dtype=int32),30, array([300, 285], dtype=int32),31, array([243, 327], dtype=int32),32, array([269, 335], dtype=int32),33, array([297, 343], dtype=int32),34, array([323, 339], dtype=int32),35, array([350, 334], dtype=int32),36, array([134, 144], dtype=int32),37, array([166, 124], dtype=int32),38, array([204, 125], dtype=int32),39, array([237, 156], dtype=int32),40, array([200, 162], dtype=int32),41, array([161, 160], dtype=int32),42, array([369, 168], dtype=int32),43, array([404, 143], dtype=int32),44, array([443, 145], dtype=int32),45, array([472, 170], dtype=int32),46, array([443, 182], dtype=int32),47, array([404, 178], dtype=int32),48, array([195, 429], dtype=int32),49, array([232, 404], dtype=int32),50, array([269, 389], dtype=int32),51, array([296, 398], dtype=int32),52, array([322, 391], dtype=int32),53, array([356, 411], dtype=int32),54, array([389, 440], dtype=int32),55, array([354, 461], dtype=int32),56, array([320, 467], dtype=int32),57, array([291, 469], dtype=int32),58, array([262, 465], dtype=int32),59, array([228, 453], dtype=int32),60, array([210, 428], dtype=int32),61, array([267, 419], dtype=int32),62, array([295, 423], dtype=int32),63, array([322, 422], dtype=int32),64, array([375, 438], dtype=int32),65, array([321, 425], dtype=int32),66, array([294, 427], dtype=int32),67, array([266, 422], dtype=int32)]
